folioproy,paterno,materno,nombre1,calidad,area_estudio,institucion_patrocinante,nota_proyecto,año_concurso,instrumento,nombre_completo
11130083,PINO,ROZAS,MIGUEL,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. De Santiago De Chile,4.013,2013,INICIACION,Miguel Pino Rozas
11130084,RETAMAL,SALAZAR,JAIME,INVEST. RESPONSABLE,educacion,Univ. De Santiago De Chile,4.27,2013,INICIACION,Jaime Retamal Salazar
11130088,HINER,,HILLARY,INVEST. RESPONSABLE,historia,Univ. Diego Portales,4.13,2013,INICIACION,Hillary Hiner 
11130092,PEÑA,OCHOA,MONICA,INVEST. RESPONSABLE,educacion,Univ. Diego Portales,3.813,2013,INICIACION,Monica Peña Ochoa
11130093,DUBE,,SEBASTIEN,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. De Santiago De Chile,3.87,2013,INICIACION,Sebastien Dube 
11130094,FIGUEROA,,ALEJANDRO,INVEST. RESPONSABLE,ingenieria 2,Univ. Andres Bello,3.845,2013,INICIACION,Alejandro Figueroa 
11130095,STECHER,GUZMAN,ANTONIO,INVEST. RESPONSABLE,sociologia cs i,Univ. Diego Portales,4.16,2013,INICIACION,Antonio Stecher Guzman
11130104,CLAUDE,FAUST,FRANCISCO,INVEST. RESPONSABLE,ingenieria 2,Univ. Diego Portales,4.86,2013,INICIACION,Francisco Claude Faust
11130118,MENDIZABAL,COFRE,SEBASTIAN,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. Tecnica Federico Santa Maria,4.617,2013,INICIACION,Sebastian Mendizabal Cofre
11130138,CARVAJAL,GUEVARA,ANDREA,INVEST. RESPONSABLE,ingenieria 3,Univ. Tecnica Federico Santa Maria,4.22,2013,INICIACION,Andrea Carvajal Guevara
11130144,PERTUSA,PASTOR,MARIA,INVEST. RESPONSABLE,biologia 2,Univ. De Santiago De Chile,4.627,2013,INICIACION,Maria Pertusa Pastor
11130148,GARCIA,MENA,VERONICA,INVEST. RESPONSABLE,biologia 3,Univ. De Santiago De Chile,4.06,2013,INICIACION,Veronica Garcia Mena
11130149,CORDOBA,CALQUIN,CLAUDIA,INVEST. RESPONSABLE,sociologia cs i,Univ. De Santiago De Chile,3.803,2013,INICIACION,Claudia Cordoba Calquin
11130150,CONTRERAS,PALMA,SAUL,INVEST. RESPONSABLE,educacion,Univ. De Santiago De Chile,4.09,2013,INICIACION,Saul Contreras Palma
11130157,ARANCIBIA,MIRANDA,NICOLAS,INVEST. RESPONSABLE,agronomia,Univ. De Santiago De Chile,4.067,2013,INICIACION,Nicolas Arancibia Miranda
11130167,TASCA,GOTTARDO,FEDERICO,INVEST. RESPONSABLE,quimica 2,Univ. De Santiago De Chile,4.183,2013,INICIACION,Federico Tasca Gottardo
11130168,VASCO,CALLE,DIEGO,INVEST. RESPONSABLE,ingenieria 1,Univ. De Santiago De Chile,4.327,2013,INICIACION,Diego Vasco Calle
11130169,VERDEJO,FREDES,HUMBERTO,INVEST. RESPONSABLE,ingenieria 2,Univ. De Santiago De Chile,4.0,2013,INICIACION,Humberto Verdejo Fredes
11130172,LEMUS,CHAVEZ,LUIS,INVEST. RESPONSABLE,quimica 2,Univ. De Santiago De Chile,4.547,2013,INICIACION,Luis Lemus Chavez
11130173,MALDONADO,SAAVEDRA,MIGUEL,INVEST. RESPONSABLE,ingenieria 3,Univ. De Santiago De Chile,4.58,2013,INICIACION,Miguel Maldonado Saavedra
11130188,LOPEZ,JIMENEZ,DAVID,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. Catolica Del Norte,3.833,2013,INICIACION,David Lopez Jimenez
11130192,RUIZ,HINCAPIE,LINA,INVEST. RESPONSABLE,biologia 3,Univ. Autonoma De Chile,3.963,2013,INICIACION,Lina Ruiz Hincapie
11130201,GALVEZ,ROJAS,ROBERT,INVEST. RESPONSABLE,biologia 3,Univ. Mayor,4.14,2013,INICIACION,Robert Galvez Rojas
11130203,TEVY,LONCHARICH FRANICH,MARIA,INVEST. RESPONSABLE,biologia 2,Univ. Mayor,4.3,2013,INICIACION,Maria Tevy Loncharich Franich
11130206,NORAMBUENA,ARDILES,MARIA,INVEST. RESPONSABLE,salud prod anim,Univ. Catolica De Temuco,3.87,2013,INICIACION,Maria Norambuena Ardiles
11130221,DREYSE,SILVA,PAULINA,INVEST. RESPONSABLE,quimica 2,Univ. Tecnica Federico Santa Maria,3.953,2013,INICIACION,Paulina Dreyse Silva
11130227,TIRACHINI,HERNANDEZ,ALEJANDRO,INVEST. RESPONSABLE,ingenieria 2,Univ. De Chile,4.743,2013,INICIACION,Alejandro Tirachini Hernandez
11130228,FORSTER,BURON,FRANCISCO,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. De Chile,4.14,2013,INICIACION,Francisco Forster Buron
11130229,ORELL,RUIZ,ALVARO,INVEST. RESPONSABLE,biologia 3,Univ. Mayor,4.72,2013,INICIACION,Alvaro Orell Ruiz
11130230,RUIZ,TAPIA,SERGIO,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Chile,4.72,2013,INICIACION,Sergio Ruiz Tapia
11130231,HODAR,QUIROGA,CHRISTIAN,INVEST. RESPONSABLE,biologia 3,Univ. De Chile,4.22,2013,INICIACION,Christian Hodar Quiroga
11130232,CARRASCO,POZO,CATALINA,INVEST. RESPONSABLE,medicina g1,Univ. De Chile,4.44,2013,INICIACION,Catalina Carrasco Pozo
11130233,FARIAS,GONTUPIL,GONZALO,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Chile,4.465,2013,INICIACION,Gonzalo Farias Gontupil
11130235,MORALES,MONTECINOS,JAVIER,INVEST. RESPONSABLE,ingenieria 3,Univ. De Chile,3.92,2013,INICIACION,Javier Morales Montecinos
11130237,CHAVEZ,AGUILAR,PAMELA,INVEST. RESPONSABLE,filosofia,Univ. De Chile,3.997,2013,INICIACION,Pamela Chavez Aguilar
11130240,MERINO,OSORIO,PAULINA,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Chile,4.09,2013,INICIACION,Paulina Merino Osorio
11130241,RIVERA,MEZA,MARIO,INVEST. RESPONSABLE,biologia 3,Univ. De Chile,4.43,2013,INICIACION,Mario Rivera Meza
11130244,CORNEJO,CHAVEZ,RODRIGO,INVEST. RESPONSABLE,educacion,Univ. De Chile,4.72,2013,INICIACION,Rodrigo Cornejo Chavez
11130245,QUIRICI,VALADAN,ROSINA,INVEST. RESPONSABLE,biologia 1,Univ. Andres Bello,4.58,2013,INICIACION,Rosina Quirici Valadan
11130247,MAASS,OÑATE,JUAN,INVEST. RESPONSABLE,medicina g1,Univ. De Chile,4.127,2013,INICIACION,Juan Maass Oñate
11130249,URREJOLA,DAVANZO,BERNARDA,INVEST. RESPONSABLE,"linguistica,literatu",Univ. De Chile,4.895,2013,INICIACION,Bernarda Urrejola Davanzo
11130250,MALIQUEO,YEVILAO,MANUEL,INVEST. RESPONSABLE,medicina g1,Univ. De Chile,4.207,2013,INICIACION,Manuel Maliqueo Yevilao
11130251,GARCIA,GONZALEZ,ANDREINA,INVEST. RESPONSABLE,quimica 2,Univ. De Chile,4.51,2013,INICIACION,Andreina Garcia Gonzalez
11130252,JIMENEZ,MOLINA,ANGEL,INVEST. RESPONSABLE,ingenieria 2,Univ. De Chile,4.36,2013,INICIACION,Angel Jimenez Molina
11130254,MONTSERRAT,MICHELINI,SANTIAGO,INVEST. RESPONSABLE,ingenieria 1,Univ. De Chile,4.3,2013,INICIACION,Santiago Montserrat Michelini
11130257,ARIAS,FERNANDEZ,JOSE,INVEST. RESPONSABLE,medicina g1,Univ. De Chile,4.043,2013,INICIACION,Jose Arias Fernandez
11130259,ATROSHCHENKO,,ELENA,INVEST. RESPONSABLE,ingenieria 1,Univ. De Chile,3.825,2013,INICIACION,Elena Atroshchenko 
11130263,WILSON,MOYA,CHRISTIAN,INVEST. RESPONSABLE,biologia 3,Univ. De Chile,4.177,2013,INICIACION,Christian Wilson Moya
11130266,SOTO,SAN MARTIN,JOSE,INVEST. RESPONSABLE,matematicas,Univ. De Chile,4.953,2013,INICIACION,Jose Soto San Martin
11130267,CONTRERAS,FERRAT,ARIEL,INVEST. RESPONSABLE,medicina g1,Univ. Finis Terrae,4.113,2013,INICIACION,Ariel Contreras Ferrat
11130277,KAUSEL,ELICAGARAY,EDGAR,INVEST. RESPONSABLE,cs. econom/admi,Pont. Univ. Catolica De Chile,4.743,2013,INICIACION,Edgar Kausel Elicagaray
11130278,DARDATI,,EVANGELINA,INVEST. RESPONSABLE,cs. econom/admi,Univ. Alberto Hurtado,3.955,2013,INICIACION,Evangelina Dardati 
11130279,CISTERNAS,LEON,TATIANA,INVEST. RESPONSABLE,educacion,Univ. Alberto Hurtado,4.117,2013,INICIACION,Tatiana Cisternas Leon
11130281,BAHAMONDES,GONZALEZ,LUIS,INVEST. RESPONSABLE,antrop. y arque,Univ. Alberto Hurtado,4.07,2013,INICIACION,Luis Bahamondes Gonzalez
11130282,ACCATINO,SCAGLIOTTI,SANDRA,INVEST. RESPONSABLE,artes y arquitectura,Univ. Alberto Hurtado,3.957,2013,INICIACION,Sandra Accatino Scagliotti
11130285,TRONCOSO,COTAL,RODRIGO,INVEST. RESPONSABLE,biologia 2,Univ. De Chile,4.09,2013,INICIACION,Rodrigo Troncoso Cotal
11130287,GISSI,BARBIERI,EMILIANO,INVEST. RESPONSABLE,antrop. y arque,Univ. De Chile,3.94,2013,INICIACION,Emiliano Gissi Barbieri
11130296,MCGEE,,LUCY,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Chile,4.407,2013,INICIACION,Lucy Mcgee 
11130297,LEISEN,,MATHIEU,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Chile,4.605,2013,INICIACION,Mathieu Leisen 
11130305,VERDUGO,REYES,CLAUDIO,INVEST. RESPONSABLE,salud prod anim,Univ. Austral De Chile,4.265,2013,INICIACION,Claudio Verdugo Reyes
11130325,AROS,ORELLANA,DANILO,INVEST. RESPONSABLE,agronomia,Univ. De Chile,4.417,2013,INICIACION,Danilo Aros Orellana
11130328,COVARRUBIAS,PEÑA,JOSE,INVEST. RESPONSABLE,agronomia,Univ. De Chile,4.13,2013,INICIACION,Jose Covarrubias Peña
11130329,GOMEZ,NUÑEZ,NICOLAS,INVEST. RESPONSABLE,sociologia cs i,Univ. Central De Chile,4.117,2013,INICIACION,Nicolas Gomez Nuñez
11130341,INOQUIO,RENTERIA,IRENE,INVEST. RESPONSABLE,matematicas,Univ. Austral De Chile,4.013,2013,INICIACION,Irene Inoquio Renteria
11130343,LATORRE,SOTO,ALEJANDRA,INVEST. RESPONSABLE,salud prod anim,Univ. De Concepcion,4.37,2013,INICIACION,Alejandra Latorre Soto
11130351,ROULLEAU,,EMILIE,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Chile,4.277,2013,INICIACION,Emilie Roulleau 
11130359,MATTAR,BADER,CRISTIAN,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Chile,4.615,2013,INICIACION,Cristian Mattar Bader
11130363,PASTEN,PUCHI,CESAR,INVEST. RESPONSABLE,ingenieria 1,Univ. De Chile,3.897,2013,INICIACION,Cesar Pasten Puchi
11130367,GOMEZ,GAETE,ADRIAN,INVEST. RESPONSABLE,matematicas,Univ. Del Bio-Bio,4.72,2013,INICIACION,Adrian Gomez Gaete
11130373,JIMENEZ,PATIÑO,PAULA,INVEST. RESPONSABLE,ingenieria 3,Univ. De Chile,3.977,2013,INICIACION,Paula Jimenez Patiño
11130374,OSSA,ALEMPARTE,JUAN,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Chile,4.477,2013,INICIACION,Juan Ossa Alemparte
11130378,RAMBAUD,,AMELIE,INVEST. RESPONSABLE,matematicas,Univ. Del Bio-Bio,4.013,2013,INICIACION,Amelie Rambaud 
11130381,ALVAREZ,DUARTE,EDUARDO,INVEST. RESPONSABLE,biologia 3,Univ. De Chile,3.927,2013,INICIACION,Eduardo Alvarez Duarte
11130390,VALENZUELA,AROS,PATRICIO,INVEST. RESPONSABLE,cs. econom/admi,Univ. De Chile,4.315,2013,INICIACION,Patricio Valenzuela Aros
11130401,RUBILAR,DONOSO,MARIA,INVEST. RESPONSABLE,sociologia cs i,Pont. Univ. Catolica De Chile,4.21,2013,INICIACION,Maria Rubilar Donoso
11130422,CASTRO,CASTILLO,VICENTE,INVEST. RESPONSABLE,quimica 2,Univ. De Chile,4.093,2013,INICIACION,Vicente Castro Castillo
11130424,OSORIO,FUENTEALBA,CESAR,INVEST. RESPONSABLE,biologia 2,Univ. Metropolitana De Cs.De La Educacion,4.323,2013,INICIACION,Cesar Osorio Fuentealba
11130429,RIVERA,HUTINEL,ANTONIO,INVEST. RESPONSABLE,biologia 1,Univ. Metropolitana De Cs.De La Educacion,4.01,2013,INICIACION,Antonio Rivera Hutinel
11130447,CORDOVA,SAEZ,CAROLIN,INVEST. RESPONSABLE,agronomia,Univ. De Concepcion,3.833,2013,INICIACION,Carolin Cordova Saez
11130463,CORREA,RAMIREZ,MARCO,INVEST. RESPONSABLE,cs. de la tierra,Pont. Univ. Catolica De Valparaiso,4.323,2013,INICIACION,Marco Correa Ramirez
11130494,ARAYA,FUENTES,EYLEEN,INVEST. RESPONSABLE,quimica 1,Univ. Andres Bello,4.44,2013,INICIACION,Eyleen Araya Fuentes
11130498,REYES,MARQUEZ,FRANCISCA,INVEST. RESPONSABLE,biologia 3,Univ. Andres Bello,4.44,2013,INICIACION,Francisca Reyes Marquez
11130499,BEL,MADANI,ALI,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Concepcion,4.545,2013,INICIACION,Ali Bel Madani
11130500,GRAU,CARDENAS,VALESKA,INVEST. RESPONSABLE,educacion,Pont. Univ. Catolica De Chile,4.137,2013,INICIACION,Valeska Grau Cardenas
11130501,PERALTA,CAMPOSANO,JOAQUIN,INVEST. RESPONSABLE,fisica teorica y exp,Univ. Andres Bello,4.015,2013,INICIACION,Joaquin Peralta Camposano
11130502,HERNANDEZ,ROCHA,CRISTIAN,INVEST. RESPONSABLE,medicina g1,Pont. Univ. Catolica De Chile,4.29,2013,INICIACION,Cristian Hernandez Rocha
11130505,JARA,ULLOA,PAOLA,INVEST. RESPONSABLE,quimica 2,Univ. Andres Bello,4.02,2013,INICIACION,Paola Jara Ulloa
11130506,ILLANES,ZUBIETA,MARIA,INVEST. RESPONSABLE,historia,Pont. Univ. Catolica De Chile,4.363,2013,INICIACION,Maria Illanes Zubieta
11130509,CONTARDO,GONZALEZ,JUAN,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. Andres Bello,4.14,2013,INICIACION,Juan Contardo Gonzalez
11130513,PEREDA,TORRES,JAVIER,INVEST. RESPONSABLE,ingenieria 2,Pont. Univ. Catolica De Chile,4.02,2013,INICIACION,Javier Pereda Torres
11130515,GARCIA,MUÑOZ,PATRICIA,INVEST. RESPONSABLE,medicina g1,Pont. Univ. Catolica De Chile,4.183,2013,INICIACION,Patricia Garcia Muñoz
11130516,SAAVEDRA,GARRETON,LUIS,INVEST. RESPONSABLE,"linguistica,literatu",Pont. Univ. Catolica De Chile,4.375,2013,INICIACION,Luis Saavedra Garreton
11130517,FIGUEROA,SALGADO,PABLO,INVEST. RESPONSABLE,matematicas,Univ. Catolica Cardenal Silva Henriquez,4.243,2013,INICIACION,Pablo Figueroa Salgado
11130518,GARRIDO,CORTES,DANIEL,INVEST. RESPONSABLE,ingenieria 3,Pont. Univ. Catolica De Chile,4.51,2013,INICIACION,Daniel Garrido Cortes
11130519,SALAZAR,PREECE,GONZALO,INVEST. RESPONSABLE,geografia y urbanism,Pont. Univ. Catolica De Chile,3.863,2013,INICIACION,Gonzalo Salazar Preece
11130529,SILVA,ALVAREZ,CARMEN,INVEST. RESPONSABLE,biologia 2,Pont. Univ. Catolica De Chile,4.187,2013,INICIACION,Carmen Silva Alvarez
11130530,OCHOA,RICOUX,JUAN,INVEST. RESPONSABLE,"astron.,cosmol.y par",Pont. Univ. Catolica De Chile,4.71,2013,INICIACION,Juan Ochoa Ricoux
11130532,GRUMANN,SOLTER,ANDRES,INVEST. RESPONSABLE,artes y arquitectura,Pont. Univ. Catolica De Chile,4.64,2013,INICIACION,Andres Grumann Solter
11130533,PEREZ,CRUZ,PEDRO,INVEST. RESPONSABLE,medicina g2-g3,Pont. Univ. Catolica De Chile,4.3,2013,INICIACION,Pedro Perez Cruz
11130534,JURI,CLAVERIA,CARLOS,INVEST. RESPONSABLE,medicina g2-g3,Pont. Univ. Catolica De Chile,4.37,2013,INICIACION,Carlos Juri Claveria
11130536,SCARABOTO,,DAIANE,INVEST. RESPONSABLE,cs. econom/admi,Pont. Univ. Catolica De Chile,4.045,2013,INICIACION,Daiane Scaraboto 
11130538,SUAREZ,CAO,MARIA,INVEST. RESPONSABLE,cs. juridicas y pol.,Pont. Univ. Catolica De Chile,4.5,2013,INICIACION,Maria Suarez Cao
11130540,VIDELA,LEIVA,ALVARO,INVEST. RESPONSABLE,ingenieria 3,Pont. Univ. Catolica De Chile,3.897,2013,INICIACION,Alvaro Videla Leiva
11130555,DIAZ,DROGUETT,DONOVAN,INVEST. RESPONSABLE,ingenieria 1,Pont. Univ. Catolica De Chile,3.81,2013,INICIACION,Donovan Diaz Droguett
11130556,ENCINAS,PINO,FELIPE,INVEST. RESPONSABLE,artes y arquitectura,Pont. Univ. Catolica De Chile,3.997,2013,INICIACION,Felipe Encinas Pino
11130561,ESTRADA,APABLAZA,LISBELL,INVEST. RESPONSABLE,medicina g1,Univ. Bernardo O'Higgins,4.673,2013,INICIACION,Lisbell Estrada Apablaza
11130565,AGUILAR,,CESAR,INVEST. RESPONSABLE,"linguistica,literatu",Pont. Univ. Catolica De Chile,4.463,2013,INICIACION,Cesar Aguilar 
11130566,ALONSO,ZUÑIGA,PEDRO,INVEST. RESPONSABLE,historia,Pont. Univ. Catolica De Chile,4.757,2013,INICIACION,Pedro Alonso Zuñiga
11130567,AQUEA,ZEBALLOS,JOSE,INVEST. RESPONSABLE,biologia 3,Pont. Univ. Catolica De Chile,4.58,2013,INICIACION,Jose Aquea Zeballos
11130573,BROCKMANN,,PABLO,INVEST. RESPONSABLE,medicina g2-g3,Pont. Univ. Catolica De Chile,4.125,2013,INICIACION,Pablo Brockmann 
11130575,CAPRILE,ETCHART,PAOLA,INVEST. RESPONSABLE,ingenieria 2,Pont. Univ. Catolica De Chile,4.105,2013,INICIACION,Paola Caprile Etchart
11130576,AGUAYO,VILLEGAS,DANIEL,INVEST. RESPONSABLE,biologia 3,Univ. Andres Bello,4.197,2013,INICIACION,Daniel Aguayo Villegas
11130577,CAPURRO,NARIO,DANIEL,INVEST. RESPONSABLE,medicina g2-g3,Pont. Univ. Catolica De Chile,3.95,2013,INICIACION,Daniel Capurro Nario
11130578,ALMONACID,CORONADO,DANIEL,INVEST. RESPONSABLE,biologia 3,Univ. Andres Bello,4.58,2013,INICIACION,Daniel Almonacid Coronado
11130579,TOLEDO,VEGA,GLORIA,INVEST. RESPONSABLE,"linguistica,literatu",Pont. Univ. Catolica De Chile,4.43,2013,INICIACION,Gloria Toledo Vega
11130583,GIACHETTI,HERRERA,GIOVANNI,INVEST. RESPONSABLE,ingenieria 2,Univ. Tecnologica De Chile Inacap,4.15,2013,INICIACION,Giovanni Giachetti Herrera
11130584,HENRIQUEZ,CABEZAS,BERTA,INVEST. RESPONSABLE,biologia 3,Univ. San Sebastian,4.243,2013,INICIACION,Berta Henriquez Cabezas
11130589,DUQUE,NOREÑA,MARIO,INVEST. RESPONSABLE,quimica 1,Univ. Andres Bello,4.093,2013,INICIACION,Mario Duque Noreña
11130590,AGUIRRE,APARICIO,PAULA,INVEST. RESPONSABLE,"astron.,cosmol.y par",Pont. Univ. Catolica De Chile,3.973,2013,INICIACION,Paula Aguirre Aparicio
11130595,ZACCONI,---------,FLAVIA,INVEST. RESPONSABLE,quimica 2,Pont. Univ. Catolica De Chile,4.64,2013,INICIACION,Flavia Zacconi ---------
11130601,POBLETE,ECHEVERRIA,CARLOS,INVEST. RESPONSABLE,agronomia,Pont. Univ. Catolica De Valparaiso,4.51,2013,INICIACION,Carlos Poblete Echeverria
11130607,GONZALEZ,BERGAS,FERMIN,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Chile,4.44,2013,INICIACION,Fermin Gonzalez Bergas
11130612,MORENO,VIEYRA,RODRIGO,INVEST. RESPONSABLE,ingenieria 2,Univ. De Chile,4.86,2013,INICIACION,Rodrigo Moreno Vieyra
11130614,FARIAS,NAZEL,PABLO,INVEST. RESPONSABLE,cs. econom/admi,Univ. De Chile,4.15,2013,INICIACION,Pablo Farias Nazel
11130615,IRARRAZAVAL,DOMINGUEZ,MATIAS,INVEST. RESPONSABLE,sicologia,Univ. De Chile,3.897,2013,INICIACION,Matias Irarrazaval Dominguez
11130628,JORQUERA,SILVA,NATALIA,INVEST. RESPONSABLE,artes y arquitectura,Univ. De Chile,4.51,2013,INICIACION,Natalia Jorquera Silva
11130629,SARRICOLEA,ESPINOZA,PABLO,INVEST. RESPONSABLE,geografia y urbanism,Univ. De Chile,4.615,2013,INICIACION,Pablo Sarricolea Espinoza
11130630,ANGUITA,AVARIA,TIMO,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. Andres Bello,3.987,2013,INICIACION,Timo Anguita Avaria
11130631,FRAGKOU,,MARIA,INVEST. RESPONSABLE,geografia y urbanism,Univ. De Chile,4.09,2013,INICIACION,Maria Fragkou 
11130636,MATURANA,COSSIO,BEATRIZ,INVEST. RESPONSABLE,geografia y urbanism,Univ. De Chile,3.907,2013,INICIACION,Beatriz Maturana Cossio
11130637,HURTUBIA,GONZALEZ,RICARDO,INVEST. RESPONSABLE,ingenieria 2,Pont. Univ. Catolica De Chile,4.07,2013,INICIACION,Ricardo Hurtubia Gonzalez
11130638,ARANDA,BUSTAMANTE,GILBERTO,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. De Chile,3.833,2013,INICIACION,Gilberto Aranda Bustamante
11130640,VALDIVIA,BARRIOS,ANDREA,INVEST. RESPONSABLE,educacion,Univ. De Chile,4.313,2013,INICIACION,Andrea Valdivia Barrios
11130647,REYES,TORRES,TOMAS,INVEST. RESPONSABLE,cs. econom/admi,Pont. Univ. Catolica De Chile,3.815,2013,INICIACION,Tomas Reyes Torres
11130648,REUTTER,DE LA MAZA,JUAN,INVEST. RESPONSABLE,ingenieria 2,Pont. Univ. Catolica De Chile,4.72,2013,INICIACION,Juan Reutter De La Maza
11130660,RIVERA,BRAVO,DANIELA,INVEST. RESPONSABLE,cs. juridicas y pol.,Pont. Univ. Catolica De Chile,4.023,2013,INICIACION,Daniela Rivera Bravo
11130663,ROSSELLO,GLAS,DIEGO,INVEST. RESPONSABLE,cs. juridicas y pol.,Pont. Univ. Catolica De Chile,3.817,2013,INICIACION,Diego Rossello Glas
11130667,VAZQUEZ,RODRIGUEZ,MARY,INVEST. RESPONSABLE,medicina g1,Univ. San Sebastian,4.127,2013,INICIACION,Mary Vazquez Rodriguez
11130675,SOLAR,BEZMALINOVIC,HORACIO,INVEST. RESPONSABLE,educacion,Pont. Univ. Catolica De Chile,4.0,2013,INICIACION,Horacio Solar Bezmalinovic
11130693,TAPIA,FIGUEROA,CLAUDIO,INVEST. RESPONSABLE,historia,Univ. Tecnica Federico Santa Maria,3.965,2013,INICIACION,Claudio Tapia Figueroa
11130704,IBACACHE,PULGAR,GERMAN,INVEST. RESPONSABLE,matematicas,Univ. De Valparaiso,4.07,2013,INICIACION,German Ibacache Pulgar
11130709,MONCADA,GATICA,ROBERTO,INVEST. RESPONSABLE,ingenieria 2,Univ. De La Frontera,4.055,2013,INICIACION,Roberto Moncada Gatica
11130713,GONZALEZ,GOMEZ,YESSICA,INVEST. RESPONSABLE,historia,Univ. De La Frontera,3.97,2013,INICIACION,Yessica Gonzalez Gomez
11140008,CASTILLO,GALLARDO,MAYARI,INVEST. RESPONSABLE,antrop. y arque,Univ. Academia De Humanismo Cristiano,4.477,2014,INICIACION,Mayari Castillo Gallardo
11140012,MUÑOZ,GOMEZ,MARCIA,INVEST. RESPONSABLE,cs. de la tierra,Univ. Andres Bello,3.99,2014,INICIACION,Marcia Muñoz Gomez
11140013,GUTIERREZ,INOSTROZA,LUIS,INVEST. RESPONSABLE,matematicas,Pont. Univ. Catolica De Chile,4.407,2014,INICIACION,Luis Gutierrez Inostroza
11140017,ANGULO,IGLESIAS,ROCIO,INVEST. RESPONSABLE,sicologia,Univ. Autonoma De Chile,3.953,2014,INICIACION,Rocio Angulo Iglesias
11140021,STUARDO,AVILA,VALERIA,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Chile,4.0,2014,INICIACION,Valeria Stuardo Avila
11140025,ASENJO,ZAPATA,FELIPE,INVEST. RESPONSABLE,fisica teorica y exp,Univ. Adolfo Ibanez,4.02,2014,INICIACION,Felipe Asenjo Zapata
11140042,TIRONI,RODO,MARTIN,INVEST. RESPONSABLE,geografia y urbanism,Pont. Univ. Catolica De Chile,4.29,2014,INICIACION,Martin Tironi Rodo
11140045,CESPEDES,UMAÑA,SANDRA,INVEST. RESPONSABLE,ingenieria 2,Univ. De Chile,4.51,2014,INICIACION,Sandra Cespedes Umaña
11140049,CAPELLA,SEPULVEDA,CLAUDIA,INVEST. RESPONSABLE,sicologia,Univ. De Chile,3.933,2014,INICIACION,Claudia Capella Sepulveda
11140059,CIENFUEGOS,ILLANES,JAVIERA,INVEST. RESPONSABLE,sociologia cs i,Univ. Academia De Humanismo Cristiano,4.21,2014,INICIACION,Javiera Cienfuegos Illanes
11140063,IBACACHE,ROJAS,JUANA,INVEST. RESPONSABLE,quimica 2,Univ. De Santiago De Chile,4.057,2014,INICIACION,Juana Ibacache Rojas
11140064,CACERES,LLUCH,MONICA,INVEST. RESPONSABLE,medicina g1,Univ. De Chile,4.137,2014,INICIACION,Monica Caceres Lluch
11140065,RENARD,,GEORGINA,INVEST. RESPONSABLE,biologia 3,Univ. De Santiago De Chile,4.293,2014,INICIACION,Georgina Renard 
11140068,INFANTE,MARTIN,JAVIER,INVEST. RESPONSABLE,cs. juridicas y pol.,Pont. Univ. Catolica De Chile,4.5,2014,INICIACION,Javier Infante Martin
11140091,CHAVEZ,OROSTICA,HECTOR,INVEST. RESPONSABLE,ingenieria 2,Univ. De Santiago De Chile,4.23,2014,INICIACION,Hector Chavez Orostica
11140097,CUBILLOS,RIFFO,FRANCISCO,INVEST. RESPONSABLE,biologia 3,Univ. De Santiago De Chile,4.697,2014,INICIACION,Francisco Cubillos Riffo
11140101,MACERA,PARRA,ROSARIO,INVEST. RESPONSABLE,cs. econom/admi,Pont. Univ. Catolica De Chile,3.965,2014,INICIACION,Rosario Macera Parra
11140107,CAMARADA,URIBE,MARIA,INVEST. RESPONSABLE,quimica 1,Univ. Mayor,4.2,2014,INICIACION,Maria Camarada Uribe
11140108,MORENO,SWITT,ANDREA,INVEST. RESPONSABLE,salud prod anim,Univ. Andres Bello,4.65,2014,INICIACION,Andrea Moreno Switt
11140133,TUNDIDOR,CAMBA,ALAIN,INVEST. RESPONSABLE,quimica 2,Pont. Univ. Catolica De Chile,4.14,2014,INICIACION,Alain Tundidor Camba
11140141,WILENMANN,VON BERNATH,JAVIER,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. Adolfo Ibanez,4.65,2014,INICIACION,Javier Wilenmann Von Bernath
11140143,CORTES,ROJAS,AARON,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Chile,4.01,2014,INICIACION,Aaron Cortes Rojas
11140145,SENATORE,,MAURO,INVEST. RESPONSABLE,filosofia,Univ. Diego Portales,4.813,2014,INICIACION,Mauro Senatore 
